afferenet,animal,use,popCode,dontUSE,figure,cell,treatment,treatment_text,treatment_class,Cancer,Chemotherapy,note,#NAME?,autoClass,manualClass,high_firing_Hz,receptiveField,Trial#,TrigStart.R,ms.F,Dyn.pfr,stat.halfHold,stat.firstSpikeHold,Stat.HzEnd,dyn.halfRamp,Stat.pps,Stat.avg,Stat.HzSTD,Dyn.IB,Thr.T,Thr.F,Thr.L,Stat.LSpkT,Stat.LSpkF,Dyn.spkNum,Stat.spkNum,Dyn.DI,Dyn.slp,Stat.slp,cond_delay
A100401_22_158_13,A100401_22_158,0,,,,13,3,ox,ox_sa2,0,1,,4,sa2,sa1,,,,204.318999,0.198551,0.107436,0.088418,5.853704,31.806616,5.853704,0.088418,44.61695,120.595879,0,57.509,19.067214,0.561646,3051.045,19.506909,0,47,0.019018,0,-10.508867,
A100401_22_158_14b,A100401_22_158,0,,,,14b,3,ox,ox_sa2,0,1,,4,sa2,sa1,,,,149.532999,0.554769,0.027776,0.02559,75.757576,31.422826,0.027776,0.02559,43.590295,13.336808,0,41.141,16.205104,0.509205,1044.069,19.830704,2,41,0.002186,0,-26.361535,
A100401_22_158_14b,A100401_22_158,0,,,,14b,3,ox,ox_sa2,0,1,,4,sa2,sa1,,,,189.663999,0.766717,0.02559,0.072649,35.430839,1.203613,0.02559,0.072649,45.101455,13.378139,0,40.589,16.12894,0.53333,1795.965,19.758497,1,42,-0.047059,0,-24.861968,
A100401_22_158_14b,A100401_22_158,1,,,,14b,3,ox,ox_sa2,0,1,,4,sa2,sa1,,,,229.794999,0.673929,0.040716,0.039213,74.671446,36.549708,0.040716,0.039213,42.693781,14.588639,0,40.229,15.962873,0.460547,1565.877,20.327796,2,79,0.001503,0,-12.338751,
A100401_22_159_1,A100401_22_159,1,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,50.835,1.771834,66.56017,0.070747,0.070747,66.56017,0.037199,0.070747,0,0,0,26.462,10.140375,0.531593,-8.514,17.631894,2,0,66.489423,4427.780343,0,
A100401_22_159_1,A100401_22_159,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,64.965999,1.931615,0.070747,0.078631,0.078631,0.070747,0.070747,0.078631,0,0,0,45.335,17.378383,0.650627,-4.665,19.309998,1,0,-0.007884,0,0,
A100401_22_159_1,A100401_22_159,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,79.096998,1.839244,132.696391,0.04685,0.04685,132.696391,0.04685,0.04685,0,0,0,19984.304,0.313335,0.006866,-1410.576,1.413436,0,0,132.649541,0,0,
A100401_22_159_2,A100401_22_159,1,,,1,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,53.379999,0.119262,0.221271,3.127189,33.494105,5.73605,0.221271,0.242076,7.081626,7.29163,0,35.831,13.926272,1.021857,9998.775,19.083296,1,37,-2.905918,0,-0.569773,
A100401_22_159_2,A100401_22_159,0,,,0,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,67.510998,0.106981,0.242076,1.751436,0.848989,128.600823,0.242076,33.875339,26.855527,49.090698,0,48.704,18.843163,1.126464,9985.728,19.858225,1,35,-1.50936,0,0.014915,
A100401_22_159_2,A100401_22_159,0,,,0,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,81.642,-0.003711,115.740741,11.017099,0.384131,6.576178,0.384131,1.219536,17.391845,34.760568,0,53.558,19.56221,1.059588,9236.55,19.684565,1,40,104.723642,0,3.735175,
A100401_22_159_3,A100401_22_159,1,1,,,3,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,8.271264,1.003757,169.376694,12.183236,87.168759,4.950887,85.382514,0.235946,21.49147,27.041233,0,24.23,9.933706,0.467885,9887.478,20.540327,4,83,157.193458,9035.755605,-4.050482,
A100401_22_159_3,A100401_22_159,0,,,0,3,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,36.532998,1.146152,11.285663,2.802816,0.235847,36.938534,0.235847,0.230966,15.183182,20.648089,0,52.784,19.192725,0.647237,9805.488,20.84623,1,50,8.482846,0,-0.482877,
A100401_22_159_3,A100401_22_159,0,,,0,3,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,50.664,1.088364,36.938534,1.616491,0.230966,5.101208,0.230966,25.879917,12.193528,14.584254,0,54.134,19.258141,0.588269,9989.622,20.712353,1,47,35.322043,0,-1.039539,
A100401_22_159_3,A100401_22_159,0,,,0,3,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,64.794999,1.104826,25.879917,1.327471,0.243659,2.99976,0.243659,0.494091,7.286419,8.06103,0,51.359,19.797899,0.566738,9984.591,20.848955,1,35,24.552446,0,-0.424273,
A100401_22_160_1,A100401_22_160,1,1,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,68.184,0.065442,137.969095,0.097613,133.547009,27.268761,149.880096,0.097613,86.208282,54.080498,0,11.126,6.04316,0,47.67,20.993914,6,3,137.871482,2521.346366,0,
A100401_22_160_1,A100401_22_160,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,82.314999,0.129948,59.354226,0.09487,63.323202,63.323202,59.354226,0.09487,63.323202,0,0,10.415,5.762669,0,3.423,21.336509,4,1,59.259356,-2201.827592,0,
A100401_22_160_1,A100401_22_160,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,96.445998,0.253771,172.176309,0.072308,0.072308,172.176309,0.072308,0.072308,0,0,0,12.776,6.338934,0,-31.416,8.907682,2,0,172.104,0,0,
A100401_22_160_2,A100401_22_160,0,,,,2,3,ox,ox_ra1,0,1,,1,ra1,,,,,133.338999,0.864231,0.098433,0.071168,0.071168,0.098433,0.071168,0.071168,0,0,0,6.143,12.686665,0.125742,-43.857,13.550895,1,0,0.027266,0,0,
A100401_22_160_2,A100401_22_160,1,1,,,2,3,ox,ox_ra1,0,1,,1,ra1,,,,,147.39,0.679686,0.071168,0.071169,0.071169,0.071168,0.071169,0.071169,0,0,0,6.47,13.308082,0.132651,-43.53,13.987768,1,0,-0.000002,0,0,
A100401_22_160_2,A100401_22_160,0,,,,2,3,ox,ox_ra1,0,1,,1,ra1,,,,,161.440998,0.934461,0.071169,0.099859,0.099859,0.099859,0.099859,0.490854,0.099859,0,0,6.464,12.884734,0.076309,9970.608,1.926604,1,1,-0.028689,0,0,
A100401_22_160_3,A100401_22_160,1,,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,,,93.481998,1.041077,0.071169,0.099808,0.099808,0.099808,0.099808,0.24806,0.099808,0,0,15.896,18.82623,0.304572,9985.176,0.658308,1,1,-0.028639,0,0,
A100401_22_160_3,A100401_22_160,0,,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,,,107.532999,1.050781,0.24806,0.099801,0.099801,0.099801,0.099801,0.248146,0.099801,0,0,15.455,18.753311,0.242666,9985.407,1.233782,1,1,0.148259,0,0,
A100401_22_160_3,A100401_22_160,0,,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,,,121.584,1.082323,0.248146,0.071171,0.071171,0.248146,0.071171,0.071171,0,0,0,14.294,19.457278,0.207864,-35.706,20.539601,1,0,0.176975,0,0,
A100401_22_160_4,A100401_22_160,1,,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,,,37.909998,1.600024,94.268477,0.072211,71.592211,16.174948,87.168759,0.072211,44.024233,15.469824,206.270627,18.584,7.674958,0.423269,260.136,20.586285,4,10,94.196266,679.05216,-180.821386,
A100401_22_160_4,A100401_22_160,0,,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,,,52.041,1.575211,95.565749,0.071075,65.513627,36.613943,0.072211,0.071075,51.063785,20.435163,0,27.518,10.699758,0.573032,40.206,20.971207,3,2,95.494674,4670.44015,0,
A100401_22_160_4,A100401_22_160,0,,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,,,66.171999,1.56015,51.440329,0.070994,69.6767,48.562549,0.071075,0.070994,59.119624,14.92996,0,28.823,11.556414,0.553369,33.207,21.50145,2,2,51.369335,2642.451341,0,
A100401_22_160_5,A100401_22_160,1,,,,5,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,69.010998,0.21067,160.25641,4.459189,127.03252,3.883194,257.201646,0.546678,13.235514,31.781117,257.201646,13.28,6.498656,0.368284,8228.832,20.291466,8,16,155.797221,-3247.403684,-6.525544,
A100401_22_160_5,A100401_22_160,0,,,,5,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,83.142,0.526666,109.649123,1.475762,1.320906,0.532972,204.248366,0.389161,3.373528,4.818227,204.248366,14.534,5.715813,0.210098,7480.95,20.204091,6,10,108.173361,-2624.562344,-0.667233,
A100401_22_160_5,A100401_22_160,0,,,,5,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,97.272999,0.504937,157.828283,1.293353,9.560961,0.954038,200.320513,0.944908,2.415065,2.92285,200.320513,15.599,6.316649,0.271538,8992.191,19.289833,5,10,156.53493,410.733578,-0.929926,
A100401_22_160_6,A100401_22_160,1,,,,6,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,40.227999,6.317823,200.320513,0.094154,206.270627,0.900395,132.696391,0.094154,71.882464,76.652253,208.333333,18.743,6.849422,0.075969,3486.663,24.43132,7,10,200.226359,6835.873328,-54.08276,
A100401_22_160_6,A100401_22_160,0,,,,6,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,54.358998,6.385407,110.815603,0.242889,109.075044,0.242889,0.094154,0.19948,27.5545,54.34725,0,26.576,10.201988,0.099472,9102.336,24.037316,4,4,110.572714,5772.404475,-18.792452,
A100401_22_160_6,A100401_22_160,0,,,,6,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,68.49,6.482454,73.616019,2.787441,36.613943,0.449023,0.19948,0.223012,9.304933,17.833416,0,34.358,12.855519,0.119482,9639.702,24.395353,2,11,70.828578,5404.633278,-1.536771,
A100401_22_160_7,A100401_22_160,1,1,,1,7,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,146.968998,2.137053,320.512821,22.918959,301.932367,2.686092,353.107345,4.659659,40.635597,42.047521,372.02381,12.464,4.374817,0.240998,9831.648,21.911076,15,200,297.593862,2274.293676,-7.619333,
A100401_22_160_7,A100401_22_160,0,,,0,7,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,161.1,2.040985,166.666667,9.117433,169.376694,1.526699,274.122807,8.18277,35.446171,36.799107,289.351852,13.094,5.368246,0.219835,9946.422,21.701631,10,134,157.549234,-842.169145,-6.418387,
A100401_22_160_7,A100401_22_160,0,,,0,7,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,175.230999,2.17243,133.547009,3.540074,116.387337,5.510006,226.449275,3.484418,33.258424,36.614459,226.449275,14.351,4.469866,0.232197,9770.175,22.212255,7,118,130.006935,-1537.03234,-5.802829,
A100401_22_160_8,A100401_22_160,1,,,,8,3,ox,ox_ra1,0,1,,1,ra1,,,,,1.002,0.984679,95.565749,0.070872,0.070872,95.565749,100.644122,0.070872,0,0,0,9.302,4.93991,0.145114,-9.162,18.188658,4,0,95.494878,275.895167,0,
A100401_22_160_8,A100401_22_160,0,,,,8,3,ox,ox_ra1,0,1,,1,ra1,,,,,15.132999,1.444033,60.738581,0.070833,0.070833,60.738581,60.738581,0.070833,0,0,0,19.871,8.620954,0.228091,-13.665,16.850427,2,0,60.667748,3684.870602,0,
A100401_22_160_8,A100401_22_160,0,,,,8,3,ox,ox_ra1,0,1,,1,ra1,,,,,29.263998,1.320334,0.070833,0.070734,0.070734,0.070833,0.070734,0.070734,0,0,0,23.096,10.295601,0.244848,-26.904,11.615935,1,0,0.000099,0,0,
A100401_22_160_9,A100401_22_160,1,1,,,9,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,79.704999,0.052724,236.742424,2.834853,224.014337,6.28267,293.42723,12.154804,29.904356,43.561673,378.787879,8.591,3.473873,0.305263,9971.727,20.985377,14,97,233.907571,-4787.267209,-6.972375,
A100401_22_160_9,A100401_22_160,0,,,0,9,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,93.835998,0.517384,228.937729,6.073858,219.298246,12.112403,297.619048,7.057362,28.070564,39.385608,306.372549,10.904,5.354888,0.3917,9909.768,20.50636,12,85,222.863871,-1934.646562,-6.076462,
A100401_22_160_9,A100401_22_160,0,,,0,9,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,107.967,0.510808,210.43771,1.508241,208.333333,14.201318,234.082397,2.802439,34.783541,50.346503,281.531532,10.43,4.962919,0.405858,9691.806,20.517078,11,58,208.929469,-1679.661288,-7.643516,
A100401_22_160_11,A100401_22_160,1,,,,11,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,15.253998,1.775808,27.74079,10.142811,27.74079,2.537247,27.74079,0.21812,17.483452,7.60698,0,37.16,15.266807,0.606194,9534.072,21.921067,1,108,17.597979,0,-3.193994,
A100401_22_160_11,A100401_22_160,0,,,0,11,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,29.385,1.695809,0.21812,11.340954,40.141297,4.594913,0.21812,0.121037,19.793749,8.287415,0,37.694,16.24671,0.486393,5858.574,22.37538,1,90,-11.122834,0,-4.996857,
A100401_22_160_11,A100401_22_160,0,,,0,11,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,43.515999,1.986353,0.121037,0.111409,41.172596,10.738832,0.121037,0.111409,19.262655,8.692241,0,39.479,16.725464,0.490785,4987.815,21.963029,1,71,0.009628,0,-6.133152,
A100401_22_160_12,A100401_22_160,1,,,,12,3,ox,ox_ra1,0,1,,1,ra1,,,,,47.008998,2.07941,0.260514,0.070738,0.070738,0.260514,0.070738,0.070738,0,0,0,15.488,6.777408,0.083417,-34.512,8.856819,1,0,0.189776,0,0,
A100401_22_160_12,A100401_22_160,0,,,,12,3,ox,ox_ra1,0,1,,1,ra1,,,,,61.14,2.056208,0.070738,0.070739,0.070739,0.070738,0.070739,0.070739,0,0,0,21.158,9.472353,0.105228,-28.842,11.528561,1,0,-0.000001,0,0,
A100401_22_160_12,A100401_22_160,0,,,,12,3,ox,ox_ra1,0,1,,1,ra1,,,,,75.270999,1.970461,0.070739,0.076398,0.076398,0.070739,0.070739,0.076398,0,0,0,26.591,10.857639,0.110483,-23.409,12.8281,1,0,-0.005659,0,0,
A100401_22_160_13,A100401_22_160,1,1,,,13,3,ox,ox_ra1,0,1,,1,ra1,,,,,15.414999,1.370663,0.07093,0.070678,0.070678,0.07093,0.07093,0.070678,0,0,0,34.703,13.0498,0.172876,-15.297,14.420463,1,0,0.000251,0,0,
A100401_22_160_13,A100401_22_160,0,,,,13,3,ox,ox_ra1,0,1,,1,ra1,,,,,29.545998,1.260663,0.07093,0.070766,0.070678,0.070678,0.070678,0.070766,0.070678,0,0,52.28,19.436431,0.18098,2.28,20.697095,1,1,0.000164,0,0,
A100401_22_160_13,A100401_22_160,0,,,,13,3,ox,ox_ra1,0,1,,1,ra1,,,,,43.677,1.405307,0.070678,0.080585,0.070766,0.070766,0.070766,0.080585,0.070766,0,0,52.43,18.752642,0.183221,2.43,20.15795,1,1,-0.009906,0,0,
A100401_22_160_14,A100401_22_160,0,,,,14,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,124.291998,0.997627,90.18759,0.193955,0.193955,1.08813,90.18759,6.574103,3.549851,2.658637,0,22.232,8.547835,0.27989,9900.216,20.619164,2,13,89.993635,8111.520208,0.493876,
A100401_22_160_14,A100401_22_160,1,,,,14,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,138.423,1.160527,96.899225,0.311601,35.191441,1.009856,96.899225,1.873333,7.377449,9.006493,0,21.134,8.051604,0.236728,9523.278,20.184471,2,16,96.587624,9365.532899,-1.671191,
A100401_22_160_14,A100401_22_160,0,,,,14,3,ox,ox_sa1,0,1,,3,sa1,ra1,,,,152.553999,1.21438,56.921676,0.833567,55.555556,0.51537,56.921676,5.478131,7.394329,16.195977,0,22.247,8.750335,0.229711,9877.095,20.650955,2,12,56.088109,3226.0091,-5.109323,
A100401_22_160_15,A100401_22_160,0,,,,15,3,ox,ox_ra2,0,1,,2,ra2,,,,,37.32,0.617886,145.687646,0.0994,72.087659,72.087659,200.320513,0.0994,72.087659,0,200.320513,21.83,7.988616,0.701783,3.366,19.949959,5,2,145.588245,6320.49889,0,
A100401_22_160_15,A100401_22_160,1,,,,15,3,ox,ox_ra2,0,1,,2,ra2,,,,,51.450999,0.301679,165.343915,0.099401,55.260831,55.260831,147.754137,0.099401,55.260831,0,0,20.591,8.768944,0.617756,6.879,19.741967,4,2,165.244514,9079.594718,0,
A100401_22_160_15,A100401_22_160,0,,,,15,3,ox,ox_ra2,0,1,,2,ra2,,,,,65.581998,0.500796,108.506944,0.099271,0.099271,108.506944,142.694064,0.099271,0,0,0,20.312,7.609796,0.616836,-7.8,17.08076,4,1,108.407674,4534.573826,0,
A100401_22_160_16,A100401_22_160,0,,,,16,3,ox,ox_ra2,0,1,,2,ra2,,,,,42.364998,1.751711,62.751004,0.23168,2.037689,0.23168,1.286485,0.29967,6.626541,5.676619,0,32.528,12.245322,0.194526,6705.648,20.985377,2,9,62.519324,3856.960298,-4.514919,
A100401_22_160_16,A100401_22_160,0,,,,16,3,ox,ox_ra2,0,1,,2,ra2,,,,,56.496,1.829757,0.245136,0.160416,102.124183,0.340308,0.245136,1.149869,34.208302,58.816947,0,41.03,15.523665,0.274884,9173.142,21.518162,2,5,0.08472,0,-16.356578,
A100401_22_160_16,A100401_22_160,1,,,,16,3,ox,ox_ra2,0,1,,2,ra2,,,,,81.517998,1.819601,83.668005,0.099419,0.099419,83.668005,114.468864,0.099419,0,0,0,11.144,5.357297,0.093327,-11.112,16.677311,4,2,83.568586,-2792.620754,0,
A100401_22_160_19,A100401_22_160,1,,,,19,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,124.048998,1.361508,187.687688,2.492622,168.010753,3.319524,254.065041,0.226609,20.5202,37.858653,254.065041,23.12,8.826822,0.476459,9690.816,20.783561,6,45,185.195066,1989.546319,-5.12636,
A100401_22_160_19,A100401_22_160,0,,,,19,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,138.18,1.317286,149.880096,1.327894,150.966184,3.216013,118.371212,11.567648,21.513066,35.37721,0,22.694,8.732806,0.264033,9937.878,20.369393,5,33,148.552202,6126.916958,-7.612902,
A100401_22_160_19,A100401_22_160,0,,,,19,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,152.310999,1.278604,112.007168,0.889363,140.765766,1.362814,0.244417,0.19775,27.510121,42.16442,0,34.703,13.358753,0.298774,8949.999,20.663306,3,34,111.117805,12518.22938,-9.693716,
A100401_22_160_20,A100401_22_160,1,,,,20,3,ox,ox_ra1,0,1,,1,ra1,,,,,236.481999,0.309242,0.23433,0.070765,0.070765,0.23433,0.070765,0.070765,0,0,0,9.959,4.612626,0.199223,-40.041,4.921868,1,0,0.163565,0,0,
A100401_22_160_20,A100401_22_160,0,,,,20,3,ox,ox_ra1,0,1,,1,ra1,,,,,250.612998,0.481611,0.070765,0.14842,0.14842,0.14842,0.14842,0.135253,0.14842,0,0,10.208,4.049704,0.171153,6697.824,20.835695,1,1,-0.077655,0,0,
A100401_22_160_20,A100401_22_160,0,,,,20,3,ox,ox_ra1,0,1,,1,ra1,,,,,264.744,0.263864,0.135253,0.077348,0.077348,0.135253,0.077348,0.077348,0,0,0,10.358,4.660547,0.175745,-39.642,4.924411,1,0,0.057905,0,0,
A100401_22_160_21,A100401_22_160,0,,,,21,3,ox,ox_ra1,0,1,,1,ra1,,,,,1.204998,1.237807,0.09409,0.09409,0.09409,0.09409,0.09409,0.09409,0,0,0,26.624,10.153605,0.379945,-23.376,11.391412,1,0,0,0,0,
A100401_22_160_21,A100401_22_160,1,,,,21,3,ox,ox_ra1,0,1,,1,ra1,,,,,15.336,1.192581,0.291955,0.070746,0.070746,0.291955,0.070746,0.070746,0,0,0,23.75,9.214094,0.322634,-26.25,10.406676,1,0,0.221209,0,0,
A100401_22_160_21,A100401_22_160,0,,,,21,3,ox,ox_ra1,0,1,,1,ra1,,,,,29.466999,1.20086,0.070746,0.040607,0.040607,0.070746,0.070746,0.040607,0,0,0,27.839,11.547677,0.376267,-22.161,12.748536,1,0,0.030139,0,0,
A100401_22_160_22,A100401_22_160,1,1,,1,22,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,371.811999,3.284736,82.345191,17.760727,77.736318,3.192848,68.082789,0.043571,35.314701,17.815778,236.742424,12.317,6.559091,0.289364,7146.189,19.276483,5,201,64.584464,-653.185515,-6.701346,
A100401_22_160_22,A100401_22_160,0,,,,22,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,401.943,0.328324,117.702448,0.03518,25.13068,4.981667,57.392103,0.03518,19.944367,10.850052,0,16.052,6.026417,0.364882,1672.404,20.180294,3,28,117.667268,7098.675302,-10.763041,
A100401_22_160_22,A100401_22_160,0,,,,22,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,432.073998,0.269314,35.014006,0.032233,23.64737,6.788313,35.014006,0.032233,17.093811,4.864221,0,16.814,5.957089,0.361991,1991.55,19.409089,2,30,34.981772,1224.748803,-4.8067,
A100401_22_160_23,A100401_22_160,1,1,,,23,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,325.842999,5.090018,55.853441,15.866971,0.408569,13.168984,0.408569,0.044327,33.178008,25.596011,0,60.101,19.328677,0.373352,7319.877,24.722598,0,151,39.986469,0,-7.4072,
A100401_22_160_23,A100401_22_160,0,,,,23,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,355.974,0.27902,0.044327,0.087372,3.340817,3.639646,3.340817,0.087372,24.327587,12.549008,0,97.868,20.184833,1.01626,4553.868,19.820894,0,78,-0.043045,0,-7.454812,
A100401_22_160_23,A100401_22_160,0,,,,23,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,386.104998,0.181661,0.087372,0.36427,0.070525,0.36427,0.070525,0.079041,24.883329,12.87773,0,97.67,18.963487,1.016612,7204.518,19.46958,0,87,-0.276898,0,-6.655859,
A100401_22_160_23,A100401_22_160,0,,,,23,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,416.235999,0.352185,0.119221,0.241888,1.574585,0.241888,1.574585,0.807525,22.115648,10.755032,0,86.861,19.502769,1.029964,8832.381,19.617353,0,81,-0.122667,0,-5.619695,
A100401_22_160_24,A100401_22_160,1,1,,,24,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,2.221998,0.334993,393.081761,0.26139,97.809077,2.052545,61.27451,0.618824,33.275911,51.254401,393.081761,17.87,6.930189,0.635489,9252.798,20.23924,4,107,392.820371,8852.088859,-7.128466,
A100401_22_160_24,A100401_22_160,0,,,,24,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,30.483999,0.453453,84.345479,0.093371,61.81998,8.493002,64.499484,0.093371,32.782056,33.955988,0,21.005,9.046778,0.839419,3393.309,19.922166,3,74,84.252108,3133.062503,-12.251854,
A100401_22_160_24,A100401_22_160,0,,,,24,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,44.614998,0.3214,73.877069,0.087222,58.520599,11.497425,71.103527,0.087222,29.100349,32.672041,0,22.262,9.36121,0.854592,2624.742,19.703184,3,56,73.789846,2688.76002,-5.307484,
A100401_22_160_24,A100401_22_160,0,,,,24,3,ox,ox_sa2,0,1,,4,sa2,sa2,,,,58.746,0.309469,104.166667,0.087205,400.641026,10.11818,64.90135,0.087205,34.316796,54.826017,400.641026,8.684,3.409407,0.269918,2633.148,19.88202,5,51,104.079461,1180.889297,-24.800114,
A100401_22_161_1,A100401_22_161,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,134.557998,2.53474,79.516539,0.070839,0.070839,79.516539,0.070846,0.070839,0,0,0,32.6,13.101704,0.373185,-4.824,20.64932,2,0,79.445701,6317.246576,0,
A100401_22_161_1,A100401_22_161,0,,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,,,148.689,2.826762,98.27044,0.09927,0.09927,98.27044,0.070839,0.09927,0,0,0,30.734,11.718133,0.371553,-9.09,17.914726,2,1,98.17117,9650.118068,0,
A100401_22_161_1,A100401_22_161,1,1,,,1,3,ox,ox_ra1,0,1,,1,ra1,,,0,,162.819999,2.750521,106.837607,0.070901,63.90593,63.90593,0.247171,0.070901,63.90593,0,0,29.207,11.50355,0.331193,4.215,21.967025,3,1,106.766706,11387.86704,0,
A100401_22_161_2,A100401_22_161,1,1,,,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,1,,116.493,1.257451,165.343915,7.178957,153.186275,38.296569,226.449275,1.299971,24.901445,27.744928,226.449275,9.95,4.258238,0.114131,9284.286,20.408812,7,95,158.164958,-42.033436,-4.494806,
A100401_22_161_2,A100401_22_161,0,,,0,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,339.417999,-0.029588,219.298246,3.999488,226.449275,0.829418,138.888889,3.668486,24.40177,38.439063,219.298246,13.079,5.17616,0.334629,9771.735,20.521073,8,70,215.298758,1438.762906,-7.325789,
A100401_22_161_2,A100401_22_161,0,,,0,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,353.548998,-0.027998,210.43771,1.180693,212.585034,4.769536,113.224638,4.401718,21.706391,38.127314,210.43771,14.336,5.882105,0.362938,9816.624,19.076575,7,57,209.257017,3580.551205,-6.694121,
A100401_22_161_2,A100401_22_161,0,,,0,2,3,ox,ox_sa1,0,1,,3,sa1,sa1,,,,367.68,-0.158301,149.880096,4.11076,187.687688,1.505299,101.626016,3.494353,22.692954,37.971024,0,14.678,5.777896,0.375827,9758.214,19.445872,6,59,145.769336,2624.263695,-7.038756,
A100401_22_161_3,A100401_22_161,1,1,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,0,,53.467998,2.545315,0.187622,0.099128,0.099128,0.187622,0.099128,0.099128,0,0,0,7.592,3.19744,0.119897,-42.408,5.742754,1,3,0.088494,0,0,
A100401_22_161_3,A100401_22_161,0,,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,,,67.599,-0.159857,57.392103,0.099322,0.099322,57.392103,57.392103,0.099322,0,0,251.004016,7.502,2.404353,0.17084,-21.09,10.921115,3,3,57.292781,0,0,
A100401_22_161_3,A100401_22_161,0,,,,3,3,ox,ox_ra2,0,1,,2,ra2,,,,,81.729999,-0.003759,144.675926,0.099222,0.099222,144.675926,0.099222,0.099222,0,0,260.416667,7.847,2.177228,0.2025,-31.401,6.84284,3,3,144.576704,0,0,
A100401_22_161_4,A100401_22_161,1,1,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,0,,88.191999,5.515471,59.354226,0.09931,0.09931,59.354226,59.354226,0.09931,0,0,0,7.847,2.728272,0,-17.433,19.360316,3,1,59.254916,0,0,
A100401_22_161_4,A100401_22_161,0,,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,,,102.322998,5.577444,47.564688,0.099532,44.326241,44.326241,47.564688,0.099532,44.326241,0,0,12.032,5.738765,0,5.616,25.624049,3,2,47.465156,0,0,
A100401_22_161_4,A100401_22_161,0,,,,4,3,ox,ox_ra1,0,1,,1,ra1,,,,,116.454,1.366257,137.061404,0.179576,0.179576,0.179576,0.179576,0.221759,0.179576,0,0,0.518,0.98941,0,5534.838,22.715433,3,2,136.881827,0,0,
A100401_22_161_5,A100401_22_161,1,1,,,5,3,ox,ox_sa1,0,1,,3,sa1,sa1,,1,,75.681,1.205596,15.118529,21.280218,0.127296,0.740741,0.127296,0.06041,25.989307,6.0633,0,55.502,19.811933,0.546348,8024.43,20.517077,1,170,-6.161689,0,-2.365981,
